customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Customer Risk Score,Customer Tenure Months,Monthly Charge Value,Total Customer Value,Customer Risk Segment,Tenure Segment,Spending Segment,Customer Value Segment,Strategic Segment
3199-NPKCN,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,0,Retained,26.82,26.82,Medium,26.82,67,111.25,7511.65,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
5170-PTRKA,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,0,Retained,5.74,5.74,Low,5.74,49,35.8,1782.0,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
4661-NJEUX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,0,Churn,71.92,71.92,High,71.92,1,20.05,20.05,High,New Customer,Low Value,Low Value,New Customer At-Risk
2123-AGEEN,Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,0,Churn,80.41,80.41,Critical,80.41,7,84.35,609.65,Critical,Developing Customer,High Value,Low Value,Critical High-Value
1258-YMZNM,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,0,Retained,30.08,30.08,Medium,30.08,27,110.5,2857.6,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
0048-LUMLS,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,0,Retained,31.89,31.89,Medium,31.89,37,91.2,3247.55,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
7549-MYGPK,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,1,Churn,67.65,67.65,High,67.65,63,100.55,6215.35,High,Loyal Customer,High Value,Very High Value,High-Value At-Risk
5898-IGSLP,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,0,Retained,30.57,30.57,Medium,30.57,31,89.3,2823.0,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
3804-RVTGV,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,1,Churn,79.41,79.41,Critical,79.41,50,103.85,5017.9,Critical,Loyal Customer,High Value,Very High Value,Critical High-Value
6259-WJQLC,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,0,Retained,49.49,49.49,Medium,49.49,32,81.1,2619.25,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
9227-LUNBG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,1,Churn,68.45,68.45,High,68.45,1,24.6,24.6,High,New Customer,Low Value,Low Value,New Customer At-Risk
7997-EASSD,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,0,Retained,15.61,15.61,Low,15.61,63,81.2,4965.1,Low,Loyal Customer,High Value,High Value,Loyal Customer
0730-KOAVE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,0,Churn,62.09,62.09,High,62.09,30,94.3,2679.7,High,Established Customer,High Value,High Value,High-Value At-Risk
8975-SKGRX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,0,Retained,4.44,4.44,Low,4.44,71,116.1,8310.55,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
0678-RLHVP,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,0,Retained,31.32,31.32,Medium,31.32,53,105.55,5682.25,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
4315-MURBD,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,1,Churn,90.82,90.82,Critical,90.82,12,98.9,1120.95,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
2267-FPIMA,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,0,Retained,30.45,30.45,Medium,30.45,50,94.4,4914.9,Medium,Loyal Customer,High Value,High Value,Medium-Risk High-Value
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,0,Churn,55.05,55.05,High,55.05,2,19.5,27.55,High,New Customer,Low Value,Low Value,New Customer At-Risk
9734-YWGEX,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,1,Churn,87.66,87.66,Critical,87.66,9,98.3,923.5,Critical,Developing Customer,High Value,Low Value,Critical High-Value
2719-BDAQO,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,1,Churn,80.33,80.33,Critical,80.33,17,93.85,1625.65,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
5285-MVEHD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,0,Retained,44.26,44.26,Medium,44.26,56,105.6,6068.65,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,0,Retained,5.06,5.06,Low,5.06,67,81.35,5398.6,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
0781-LKXBR,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,1,Churn,95.64,95.64,Critical,95.64,9,100.5,918.6,Critical,Developing Customer,High Value,Low Value,Critical High-Value
5543-QDCRY,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,0,Retained,45.6,45.6,Medium,45.6,4,56.4,234.85,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,0,Retained,43.31,43.31,Medium,43.31,19,65.35,1231.85,Medium,Developing Customer,Medium Value,Medium Value,Watchlist Customer
4694-PHWFW,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,0,Retained,15.62,15.62,Low,15.62,8,19.95,170.9,Low,Developing Customer,Low Value,Low Value,Stable Customer
0835-JKADZ,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,0,Retained,12.78,12.78,Low,12.78,71,111.25,7984.15,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
1907-UBQFC,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,1,Churn,82.92,82.92,Critical,82.92,10,72.85,688.65,Critical,Developing Customer,Medium Value,Low Value,Critical At-Risk
7508-SMHXL,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,0,Churn,54.58,54.58,High,54.58,15,89.0,1288.3,High,Developing Customer,High Value,Medium Value,High-Value At-Risk
3865-YIOTT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,0,Retained,24.91,24.91,Low,24.91,72,106.1,7848.5,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
5993-BQHEA,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.0,0,Retained,1.43,1.43,Low,1.43,12,20.05,267.0,Low,Developing Customer,Low Value,Low Value,Stable Customer
6024-RUGGH,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1798.9,0,Retained,1.67,1.67,Low,1.67,72,25.2,1798.9,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
6513-EECDB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,1,Churn,92.8,92.8,Critical,92.8,1,73.55,73.55,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
3956-CJUST,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,0,Churn,51.54,51.54,High,51.54,23,75.4,1643.55,High,Developing Customer,Medium Value,Medium Value,High-Risk Customer
4079-WWQQQ,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,0,Retained,0.13,0.13,Low,0.13,72,65.55,4807.45,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
6103-BOCOU,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,0,Churn,64.56,64.56,High,64.56,26,80.7,2193.0,High,Established Customer,High Value,Medium Value,High-Value At-Risk
5149-TGWDZ,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,0,Retained,31.71,31.71,Medium,31.71,21,104.55,2239.4,Medium,Developing Customer,High Value,Medium Value,Medium-Risk High-Value
7471-WNSUF,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.9,0,Retained,8.42,8.42,Low,8.42,60,24.15,1505.9,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
8942-DBMHZ,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,0,Retained,17.1,17.1,Low,17.1,12,20.45,255.35,Low,Developing Customer,Low Value,Low Value,Stable Customer
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,0,Churn,80.24,80.24,Critical,80.24,16,75.4,1189.4,Critical,Developing Customer,Medium Value,Medium Value,Critical At-Risk
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,0,Retained,12.87,12.87,Low,12.87,63,79.7,4786.15,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
4824-GUCBY,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,0,Retained,31.67,31.67,Medium,31.67,22,81.7,1820.9,Medium,Developing Customer,High Value,Medium Value,Medium-Risk High-Value
5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,0,Retained,25.45,25.45,Medium,25.45,32,76.3,2404.15,Medium,Established Customer,Medium Value,Medium Value,Watchlist Customer
7074-IEVOJ,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,1,Churn,91.59,91.59,Critical,91.59,3,79.4,205.05,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
9625-QSTYE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,1,Churn,86.26,86.26,Critical,86.26,13,81.15,952.3,Critical,Developing Customer,High Value,Low Value,Critical High-Value
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,0,Retained,8.56,8.56,Low,8.56,68,103.75,7039.45,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,0,Retained,27.15,27.15,Medium,27.15,30,86.45,2538.05,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
5146-CBVOE,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,0,Retained,38.13,38.13,Medium,38.13,16,75.1,1212.85,Medium,Developing Customer,Medium Value,Medium Value,Watchlist Customer
0454-OKRCT,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,0,Retained,5.6,5.6,Low,5.6,33,80.6,2651.1,Low,Established Customer,High Value,High Value,Stable Customer
5787-KXGIY,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,0,Retained,1.71,1.71,Low,1.71,72,19.3,1304.8,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,1,Churn,93.6,93.6,Critical,93.6,4,84.6,360.1,Critical,New Customer,High Value,Low Value,Critical High-Value
4198-VFOEA,Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,0,Retained,10.01,10.01,Low,10.01,12,33.6,435.45,Low,Developing Customer,Low Value,Low Value,Stable Customer
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,0,Churn,90.8,90.8,Critical,90.8,4,83.25,308.05,Critical,New Customer,High Value,Low Value,Critical High-Value
5709-LVOEQ,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,1397.475,0,Retained,12.54,12.54,Low,12.54,0,80.85,1397.475,Low,New Customer,High Value,Medium Value,Stable Customer
6400-BWQKW,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,1,Churn,77.08,77.08,Critical,77.08,6,79.05,434.5,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
2692-AQCPF,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,0,Retained,27.82,27.82,Medium,27.82,65,108.05,7118.9,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
0347-UBKUZ,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,0,Retained,19.89,19.89,Low,19.89,15,19.9,320.45,Low,Developing Customer,Low Value,Low Value,Stable Customer
0835-DUUIQ,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,0,Retained,16.91,16.91,Low,16.91,24,21.05,531.55,Low,Developing Customer,Low Value,Low Value,Stable Customer
0811-GSDTP,Female,0,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,0,Retained,27.36,27.36,Medium,27.36,13,30.15,382.2,Medium,Developing Customer,Low Value,Low Value,Watchlist Customer
7567-ECMCM,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,0,Churn,55.43,55.43,High,55.43,24,79.85,2001.0,High,Developing Customer,Medium Value,Medium Value,High-Risk Customer
6115-ZTBFQ,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,0,Retained,1.08,1.08,Low,1.08,72,65.5,4919.7,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
6353-BRMMA,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,0,Retained,38.24,38.24,Medium,38.24,54,104.1,5645.8,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
6680-WKXRZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,1,Churn,82.35,82.35,Critical,82.35,3,74.4,215.8,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
6231-WFGFH,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,0,Retained,17.52,17.52,Low,17.52,4,20.5,77.6,Low,New Customer,Low Value,Low Value,Stable Customer
9904-EHEVJ,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,0,Retained,45.07,45.07,Medium,45.07,32,91.35,2896.55,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
7028-DVOIQ,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,1,Churn,88.22,88.22,Critical,88.22,35,99.05,3395.8,Critical,Established Customer,High Value,High Value,Critical High-Value
6169-PPETC,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,0,Retained,1.06,1.06,Low,1.06,35,20.5,759.35,Low,Established Customer,Low Value,Low Value,Stable Customer
4208-UFFGW,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,1,Churn,73.63,73.63,High,73.63,2,44.95,85.15,High,New Customer,Medium Value,Low Value,New Customer At-Risk
8584-KMVXD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,0,Churn,59.4,59.4,High,59.4,8,75.6,535.55,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
8467-WYNSR,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,0,Retained,21.24,21.24,Low,21.24,22,55.1,1253.15,Low,Developing Customer,Medium Value,Medium Value,Stable Customer
0851-DFJKB,Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,0,Retained,32.32,32.32,Medium,32.32,15,58.95,955.15,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,0,Churn,85.59,85.59,Critical,85.59,22,95.1,2162.6,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
9448-REEVD,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,1,Churn,75.98,75.98,Critical,75.98,1,44.7,44.7,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,0,Retained,0.21,0.21,Low,0.21,71,25.45,1813.35,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
8388-FYNPZ,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,0,Retained,30.28,30.28,Medium,30.28,4,56.75,245.15,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
4002-BQWPQ,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,0,Retained,19.59,19.59,Low,19.59,25,81.75,2028.8,Low,Established Customer,High Value,Medium Value,Stable Customer
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,0,Churn,60.06,60.06,High,60.06,32,86.1,2723.75,High,Established Customer,High Value,High Value,High-Value At-Risk
2826-DXLQO,Male,1,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,0,Retained,44.54,44.54,Medium,44.54,7,29.8,220.45,Medium,Developing Customer,Low Value,Low Value,Watchlist Customer
4378-BZYFP,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,0,Retained,2.45,2.45,Low,2.45,17,20.5,365.8,Low,Developing Customer,Low Value,Low Value,Stable Customer
9489-UTFKA,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,0,Retained,27.54,27.54,Medium,27.54,8,60.9,551.95,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
4849-PYRLQ,Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,0,Retained,3.04,3.04,Low,3.04,56,73.25,4054.2,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
9117-SHLZX,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,Churn,77.13,77.13,Critical,77.13,1,45.7,45.7,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
9889-TMAHG,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,1,Churn,83.85,83.85,Critical,83.85,8,100.3,832.35,Critical,Developing Customer,High Value,Low Value,Critical High-Value
4541-RMRLG,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,1,Retained,17.87,17.87,Low,17.87,7,19.25,112.3,Low,Developing Customer,Low Value,Low Value,Stable Customer
7764-BDPEE,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,0,Retained,10.77,10.77,Low,10.77,3,20.85,60.65,Low,New Customer,Low Value,Low Value,Stable Customer
3429-IFLEM,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,0,Retained,7.57,7.57,Low,7.57,71,77.35,5550.1,Low,Loyal Customer,Medium Value,Very High Value,Loyal Customer
